tirage_id,date_tirage,numero_1,numero_2,numero_3,numero_4,numero_5,numero_chance
1253,2017-04-03,34.0,16.0,44.0,3.0,9.0,3.0
1254,2017-04-01,46.0,2.0,44.0,9.0,25.0,9.0
1255,2017-03-29,35.0,14.0,10.0,26.0,25.0,5.0
1256,2017-03-27,2.0,49.0,9.0,38.0,18.0,8.0
1257,2017-03-25,2.0,5.0,8.0,43.0,49.0,1.0
1258,2017-03-22,43.0,25.0,28.0,2.0,11.0,5.0
1259,2017-03-20,42.0,39.0,28.0,13.0,40.0,1.0
1260,2017-03-18,33.0,18.0,1.0,30.0,6.0,2.0
1261,2017-03-15,25.0,5.0,46.0,36.0,31.0,8.0
1262,2017-03-13,16.0,21.0,34.0,48.0,24.0,3.0
1263,2017-03-11,1.0,39.0,31.0,13.0,42.0,7.0
1264,2017-03-08,40.0,16.0,46.0,42.0,47.0,2.0
1265,2017-03-06,26.0,10.0,6.0,41.0,3.0,9.0
